nom,ville,pays,latitude,longitude
Birjand Airport,Birjand,Iran,32.8981018066,59.2661018372
Sarakhs Airport,Sarakhs,Iran,36.5012016296,61.0648994446
Shahroud Airport,Emam Shahr,Iran,36.4253005981,55.1041984558
Tabas Airport,Tabas,Iran,33.6678009033,56.8927001953
Kalaleh Airport,Kalaleh,Iran,37.3833007812,55.4519996643
Ramsar Airport,Ramsar,Iran,36.9099006653,50.679599762
Fasa Airport,Fasa,Iran,28.8917999268,53.7233009338
Jahrom Airport,Jahrom,Iran,28.5867004395,53.5791015625
Lamerd Airport,Lamerd,Iran,27.3726997375,53.1888008118
Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,29.5391998291,52.5898017883
Khoy Airport,Khoy,Iran,38.4275016785,44.9735984802
Tabriz International Airport,Tabriz,Iran,38.1338996887,46.2350006104
Zanjan Airport,Zanjan,Iran,36.7737007141,48.3594017029
Shahid Sadooghi Airport,Yazd,Iran,31.9048995972,54.2765007019
Zabol Airport,Zabol,Iran,31.0983009338,61.5438995361
Konarak Airport,Chah Bahar,Iran,25.4433002472,60.3820991516
Zahedan International Airport,Zahedan,Iran,29.4757003784,60.9062004089
Iran Shahr Airport,Iran Shahr,Iran,27.2360992432,60.7200012207
Saravan Airport,Saravan,Iran,27.4193000793,62.3157997131
Queen Alia International Airport,Amman,Jordan,31.7226009369,35.9931983948
Amman-Marka International Airport,Amman,Jordan,31.972700119,35.9916000366
Aqaba King Hussein International Airport,Aqaba,Jordan,29.6116008759,35.0181007385
Prince Hassan Air Base,Hotel Four,Jordan,32.160702,37.149399
Jerusalem Airport,Jerusalem,West Bank,31.8647003174,35.2192001343
King Hussein Air College,Mafraq,Jordan,32.3564,36.259201
Kuwait International Airport,Kuwait,Kuwait,29.226600647,47.9688987732
Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.8208999634,35.4883995056
Rene Mouawad Air Base,Kleiat,Lebanon,34.5892982483,36.0112991333
Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.4330005646,54.6511001587
Bateen Airport,Abu Dhabi,United Arab Emirates,24.4283008575,54.4580993652
Al Hamra Aux Airport,Al Hamra,United Arab Emirates,24.0739994049,52.4636001587
Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,24.1874008179,52.6139984131
Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,24.2481994629,54.5476989746
Arzanah Airport,Arzana,United Arab Emirates,24.780500412,52.5598983765
Das Island Airport,Das Island,United Arab Emirates,25.1462001801,52.8736991882
Zirku Airport,Zirku,United Arab Emirates,24.8624916077,53.0771408081
Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563
Fujairah International Airport,Fujeirah,United Arab Emirates,25.1121997833,56.3240013123
Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,25.6135005951,55.9388008118
Sharjah International Airport,Sharjah,United Arab Emirates,25.3285999298,55.51720047
Khasab Air Base,Khasab,Oman,26.170999527,56.2406005859
Masirah Air Base,Masirah,Oman,20.6753997803,58.890499115
Muscat International Airport,Muscat,Oman,23.5932998657,58.2844009399
Salalah Airport,Salalah,Oman,17.0387001038,54.0913009644
Thumrait Air Base,Thumrait,Oman,17.6660003662,54.0246009827
Bhagatanwala Airport,Bhagtanwala,Pakistan,32.056098938,72.9484024048
Faisalabad International Airport,Faisalabad,Pakistan,31.3649997711,72.9947967529
Gwadar International Airport,Gwadar,Pakistan,25.2332992554,62.329498291
Gilgit Airport,Gilgit,Pakistan,35.918800354,74.3336029053
Shahbaz Air Base,Jacobsbad,Pakistan,28.2842006683,68.4496994019
Jinnah International Airport,Karachi,Pakistan,24.9065,67.160797
Alama Iqbal International Airport,Lahore,Pakistan,31.5216007233,74.4036026001
Walton Airport,Lahore,Pakistan,31.4948005676,74.3461990356
Mangla Airport,Mangla,Pakistan,33.0500984192,73.6383972168
Muzaffarabad Airport,Muzaffarabad,Pakistan,34.3390007019,73.5085983276
Mianwali Air Base,Mianwali,Pakistan,32.5630989075,71.5707015991
Moenjodaro Airport,Moenjodaro,Pakistan,27.3351993561,68.1430969238
Masroor Air Base,Karachi,Pakistan,24.8936004639,66.9387969971
Multan International Airport,Multan,Pakistan,30.2031993866,71.4190979004
Shaheed Benazirabad Airport,Nawabshah,Pakistan,26.2194,68.390099
Okara Cantonment Airstrip,Okara,Pakistan,30.7409992218,73.3576965332
Panjgur Airport,Panjgur,Pakistan,26.9545001984,64.1324996948
Pasni Airport,Pasni,Pakistan,25.2905006409,63.3451004028
Peshawar International Airport,Peshawar,Pakistan,33.9939002991,71.5146026611
Qasim Airport,Qasim,Pakistan,33.5601997375,73.033203125
Quetta International Airport,Quetta,Pakistan,30.2513999939,66.9377975464
Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,28.3838996887,70.2796020508
Benazir Bhutto International Airport,Islamabad,Pakistan,33.616699,73.099197
Risalpur Air Base,Risalpur,Pakistan,34.0811004639,71.9726028442
Rawalakot Airport,Rawala Kot,Pakistan,33.8497009277,73.7981033325
Sukkur Airport,Sukkur,Pakistan,27.7220001221,68.7917022705
Saidu Sharif Airport,Saidu Sharif,Pakistan,34.8135986328,72.3527984619
Sui Airport,Sui,Pakistan,28.6450996399,69.176902771
Talhar Airport,Talhar,Pakistan,24.8414993286,68.8384017944
Wana Airport,Wana,Pakistan,32.3046989441,69.5703964233
Zhob Airport,Zhob,Pakistan,31.3584003448,69.4636001587
Basrah International Airport,Basrah,Iraq,30.5491008759,47.6621017456
Aleppo International Airport,Aleppo,Syria,36.1806983948,37.2243995667
Damascus International Airport,Damascus,Syria,33.4114990234,36.5155982971
Deir ez-Zor Air Base,Deire Zor,Syria,35.2854,40.175999
Bassel Al-Assad International Airport,Latakia,Syria,35.4011001587,35.9486999512
Palmyra Airport,Palmyra,Syria,34.5574,38.316898
Doha International Airport,Doha,Qatar,25.261101,51.565102
Canton Island Airport,Canton Island,Kiribati,-2.7681200504,-171.710006714
Rota International Airport,Rota,Northern Mariana Islands,14.1743001938,145.2429962158
Saipan International Airport,Saipan,Northern Mariana Islands,15.119,145.729004
Andersen Air Force Base,Andersen,Guam,13.584,144.929998
Antonio B. Won Pat International Airport,Agana,Guam,13.4834003448,144.796005249
Tinian International Airport,West Tinian,Northern Mariana Islands,14.9991998672,145.6190032959
Marshall Islands International Airport,Majuro,Marshall Islands,7.0647602081,171.2720031738
Dyess Army Air Field,Kwajalein,Marshall Islands,9.3968896866,167.470993042
Bucholz Army Air Field,Kwajalein,Marshall Islands,8.72012043,167.7319946289
Cassidy International Airport,Kiritimati,Kiribati,1.9861600399,-157.3500061035
Henderson Field,Midway,Midway Islands,28.2017002106,-177.3809967041
Chuuk International Airport,Chuuk,Micronesia,7.4618701935,151.8430023193
Pohnpei International Airport,Pohnpei,Micronesia,6.9850997925,158.2089996338
Babelthuap Airport,Babelthuap,Palau,7.36731,134.544236
Kosrae International Airport,Kosrae,Micronesia,5.35698,162.957993
Yap International Airport,Yap,Micronesia,9.49891,138.082993
Kinmen Airport,Kinmen,Taiwan,24.4279,118.359001
Pingtung South Airport,Pingtung,Taiwan,22.6723995209,120.4619979858
Longtan Air Base,Longtang,Taiwan,24.8551006317,121.2379989624
Taitung Airport,Fengnin,Taiwan,22.7549991608,121.1019973755
Lyudao Airport,Green Island,Taiwan,22.6739006042,121.466003418
Kaohsiung International Airport,Kaohsiung,Taiwan,22.5771007538,120.3499984741
Chiayi Airport,Chiayi,Taiwan,23.4617996216,120.3929977417
Lanyu Airport,Lanyu,Taiwan,22.0270004272,121.5350036621
Taichung Ching Chuang Kang Airport,Taichung,Taiwan,24.2646999359,120.6210021973
Tainan Airport,Tainan,Taiwan,22.9503993988,120.2060012817
Hsinchu Air Base,Hsinchu,Taiwan,24.8180007935,120.939002991
Makung Airport,Makung,Taiwan,23.5687007904,119.6279983521
Chihhang Air Base,Taitung,Taiwan,22.7931003571,121.1819992065
Pingtung North Airport,Pingtung,Taiwan,22.7001991272,120.4820022583
Taipei Songshan Airport,Taipei,Taiwan,25.0694007874,121.5520019531
Taiwan Taoyuan International Airport,Taipei,Taiwan,25.0777,121.233002
Wang-an Airport,Wang An,Taiwan,23.3673725128,119.5027770996
Hualien Airport,Hualien,Taiwan,24.0230998993,121.6179962158
Narita International Airport,Tokyo,Japan,35.7647018433,140.386001587
Matsumoto Airport,Matsumoto,Japan,36.1668014526,137.9230041504
Hyakuri Airport,Ibaraki,Japan,36.181098938,140.414993286
Minami Torishima Airport,Minami Tori Shima,Japan,24.2896995544,153.979003906
Iwo Jima Airport,Iwojima,Japan,24.7840003967,141.3229980469
Nanki Shirahama Airport,Nanki-shirahama,Japan,33.6622009277,135.363998413
Kohnan Airport,Kohnan,Japan,34.590801239,133.9329986572
Tokachi-Obihiro Airport,Obihiro,Japan,42.7332992554,143.216995239
New Chitose Airport,Sapporo,Japan,42.7751998901,141.6920013428
Hakodate Airport,Hakodate,Japan,41.7700004578,140.822006226
Chitose Air Base,Chitose,Japan,42.7944984436,141.666000366
Memanbetsu Airport,Memanbetsu,Japan,43.8805999756,144.164001465
Nakashibetsu Airport,Nakashibetsu,Japan,43.5774993896,144.960006714
Tokachi Airport,Tokachi,Japan,42.890499115,143.1580047607
Wakkanai Airport,Wakkanai,Japan,45.4042015076,141.800994873
Iki Airport,Iki,Japan,33.7490005493,129.785003662
Yamaguchi Ube Airport,Yamaguchi,Japan,33.9300003052,131.279006958
Tsushima Airport,Tsushima,Japan,34.2849006653,129.330993652
Monbetsu Airport,Monbetsu,Japan,44.3039016724,143.404006958
Asahikawa Airport,Asahikawa,Japan,43.6707992554,142.4470062256
Okushiri Airport,Okushiri,Japan,42.0717010498,139.432998657
Rishiri Airport,Rishiri Island,Japan,45.2420005798,141.186004639
Ashiya Airport,Ashiya,Japan,33.8830986023,130.6529998779
Yakushima Airport,Yakushima,Japan,30.3855991364,130.658996582
Fukue Airport,Fukue,Japan,32.6663017273,128.8329925537
Fukuoka Airport,Fukuoka,Japan,33.585899353,130.4510040283
New Tanegashima Airport,Tanegashima,Japan,30.6051006317,130.990997314
Kagoshima Airport,Kagoshima,Japan,31.8034000397,130.7189941406
Miyazaki Airport,Miyazaki,Japan,31.877199173,131.449005127
Nyutabaru Airport,Nyutabaru,Japan,32.0835990906,131.4510040283
Oita Airport,Oita,Japan,33.4794006348,131.736999512
Kitakyūshū Airport,Kitakyushu,Japan,33.8459014893,131.035003662
Kumamoto Airport,Kumamoto,Japan,32.8372993469,130.8549957275
Nagasaki Airport,Nagasaki,Japan,32.9169006348,129.914001465
Kanoya Airport,Kanoya,Japan,31.3675994873,130.8450012207
Tsuiki Air Field,Tsuiki,Japan,33.6850013733,131.039993286
Amami Airport,Amami,Japan,28.4305992126,129.7129974365
Okierabu Airport,Okierabu,Japan,27.4255008698,128.701004028
Tokunoshima Airport,Tokunoshima,Japan,27.8363990784,128.8809967041
Fukui Airport,Fukui,Japan,36.1427993774,136.223999023
Gifu Airport,Gifu,Japan,35.3941001892,136.8699951172
Hamamatsu Airport,Hamamatsu,Japan,34.7501983643,137.7030029297
Komatsu Airport,Kanazawa,Japan,36.3945999146,136.4069976807
Oki Airport,Oki Island,Japan,36.181098938,133.3249969482
Toyama Airport,Toyama,Japan,36.6483001709,137.18800354
Shizuhama Airport,Yaizu,Japan,34.8128013611,138.2980041504
Hiroshima Airport,Hiroshima,Japan,34.4361000061,132.919006348
Okayama Airport,Okayama,Japan,34.7569007874,133.854995728
Izumo Airport,Izumo,Japan,35.4136009216,132.88999939
Hofu Airport,Hofu,Japan,34.0346984863,131.5489959717
Miho Yonago Airport,Miho,Japan,35.4921989441,133.2359924316
Kōchi Ryōma Airport,Kochi,Japan,33.546101,133.669006
Matsuyama Airport,Matsuyama,Japan,33.8272018433,132.6999969482
Osaka International Airport,Osaka,Japan,34.7854995728,135.43800354
Tottori Airport,Tottori,Japan,35.5301017761,134.167007446
Tokushima Airport/JMSDF Air Base,Tokushima,Japan,34.132801,134.606995
Takamatsu Airport,Takamatsu,Japan,34.2141990662,134.01600647
Yao Airport,Osaka,Japan,34.5962982178,135.6029968262
Ozuki Airport,Ozuki,Japan,34.04529953,131.0520019531
Aomori Airport,Aomori,Japan,40.7346992493,140.6909942627
Yamagata Airport,Yamagata,Japan,38.4118995667,140.371002197
Sado Airport,Sado,Japan,38.0601997375,138.414001465
Hachinohe Airport,Hachinoe,Japan,40.5564002991,141.466003418
Hanamaki Airport,Hanamaki,Japan,39.4286003113,141.1349945068
Akita Airport,Akita,Japan,39.6156005859,140.2189941406
Misawa Air Base,Misawa,Japan,40.7032012939,141.367996216
Sendai Airport,Sendai,Japan,38.1397018433,140.917007446
Matsushima Air Base,Matsushima,Japan,38.4048995972,141.220001221
Atsugi Naval Air Facility,Atsugi,Japan,35.4546012878,139.4499969482
Tateyama Airport,Tateyama,Japan,34.987099,139.828995
Hachijojima Airport,Hachijojima,Japan,33.1150016785,139.785995483
Iruma Air Base,Iruma,Japan,35.8418998718,139.4109954834
Kisarazu Airport,Kisarazu,Japan,35.3983001709,139.9100036621
Shimofusa Airport,Shimofusa,Japan,35.7989006042,140.0110015869
Oshima Airport,Oshima,Japan,34.7820014954,139.36000061
Kastner Army Heliport,Zama,Japan,35.5138015747,139.393997192
Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999
Yokota Air Base,Yokota,Japan,35.748500824,139.3480072021
Gwangju Airport,Kwangju,South Korea,35.123173,126.805444
Jeon Ju Airport (G-703),Jhunju,South Korea,35.87808,127.119112
Yeosu Airport,Yeosu,South Korea,34.842300415,127.6169967651
Sokcho Airport,Sokch'o,South Korea,38.1426010132,128.5989990234
Gangneung Airport (K-18),Kangnung,South Korea,37.753601,128.943915
Jeju International Airport,Cheju,South Korea,33.5112991333,126.4929962158
Jinhae Airbase/Airport (G-813/K-10),Chinhae,South Korea,35.140248,128.696229
Gimhae International Airport,Busan,South Korea,35.1795005798,128.93800354
Ulsan Airport,Ulsan,South Korea,35.59349823,129.352005005
A 511 Airport,Pyongtaek,South Korea,36.9622001648,127.03099823
Seoul Air Base (K-16),Seoul East,South Korea,37.444744,127.112718
Osan Air Base,Osan,South Korea,37.090599,127.029999
Gimpo International Airport,Seoul,South Korea,37.5583,126.791
Suwon Airport,Suwon,South Korea,37.2393989563,127.0070037842
Pohang Airport (G-815/K-3),Pohang,South Korea,35.987955,129.420383
Daegu Airport,Taegu,South Korea,35.896872,128.65531
Yecheon Airbase,Yechon,South Korea,36.630373,128.34971
Naha Airport,Okinawa,Japan,26.1958007812,127.646003723
Ie Shima Auxiliary Air Base,Iejima,Japan,26.7257575989,127.7649002075
Kadena Air Base,Kadena,Japan,26.3556,127.767998
New Ishigaki Airport,Ishigaki,Japan,24.396389,124.245
Kumejima Airport,Kumejima,Japan,26.3635005951,126.7139968872
Minami-Daito Airport,Minami Daito,Japan,25.8465003967,131.263000488
Miyako Airport,Miyako,Japan,24.7828006744,125.294998169
Kitadaito Airport,Kitadaito,Japan,25.9447002411,131.32699585
Shimojishima Airport,Shimojishima,Japan,24.8267002106,125.144996643
Tarama Airport,Tarama,Japan,24.6539001465,124.675003052
Yoron Airport,Yoron,Japan,27.0440006256,128.401992798
Futenma Marine Corps Air Station,Futema,Japan,26.2742996216,127.7559967041
Yonaguni Airport,Yonaguni Jima,Japan,24.4668998718,122.9779968262
Ninoy Aquino International Airport,Manila,Philippines,14.5086,121.019997
Awang Airport,Cotabato,Philippines,7.1652398109,124.2099990845
Cagayan De Oro Airport,Ladag,Philippines,8.41562,124.611
Pagadian Airport,Pagadian,Philippines,7.8307314479,123.461179733
General Santos International Airport,Romblon,Philippines,6.0580000877,125.096000671
Zamboanga International Airport,Zamboanga,Philippines,6.9224200249,122.0599975586
Loakan Airport,Baguio,Philippines,16.3750991821,120.6200027466
Daet Airport,Daet,Philippines,14.1291999817,122.9800033569
Basa Air Base,Floridablanca,Philippines,14.98724,120.492554
Lingayen Airport,Lingayen,Philippines,16.0347995758,120.2409973145
San Jose Airport,San Jose,Philippines,12.3614997864,121.04699707
Fernando Air Base,Lipa,Philippines,13.9549999237,121.125
Mamburao Airport,Mamburao,Philippines,13.2081003189,120.6050033569
Vigan Airport,Vigan,Philippines,17.5552997589,120.3560028076
Dr.Juan C. Angara Airport,Baler,Philippines,15.729309,121.500034
Bagabag Airport,Bagabag,Philippines,16.6192,121.251999
Daniel Z. Romualdez Airport,Tacloban,Philippines,11.228035,125.027761
Bacolod-Silay Airport,Bacolod,Philippines,10.7764,123.014999
Sibulan Airport,Dumaguete,Philippines,9.3337097168,123.300003052
Godofredo P. Ramos Airport,Caticlan,Philippines,11.9245,121.954002
Guiuan Airport,Guiuan,Philippines,11.0354995728,125.741996765
Iloilo International Airport,Iloilo,Philippines,10.833017,122.493358
Kalibo International Airport,Kalibo,Philippines,11.679400444,122.375999451
Puerto Princesa Airport,Puerto Princesa,Philippines,9.7421197891,118.7590026855
Evelio Javier Airport,San Jose,Philippines,10.765999794,121.932998657
Comodoro Pierrestegui Airport,Concordia,Argentina,-31.2969,-57.9966
Gualeguaychu Airport,Gualeguaychu,Argentina,-33.0103,-58.6131
Junin Airport,Junin,Argentina,-34.5459,-60.9306
General Urquiza Airport,Parana,Argentina,-31.7948,-60.4804
Islas Malvinas Airport,Rosario,Argentina,-32.9036,-60.785
Sauce Viejo Airport,Santa Fe,Argentina,-31.7117,-60.8117
Jorge Newbery Airpark,Buenos Aires,Argentina,-34.5592,-58.4156
Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,-31.323601,-64.208
Chamical Airport,Gobernador Gordillo,Argentina,-30.34530067,-66.29360198
San Fernando Airport,San Fernando,Argentina,-34.4532,-58.5896
Mariano Moreno Airport,Jose C. Paz,Argentina,-34.5606,-58.7896
La Plata Airport,La Plata,Argentina,-34.9722,-57.8947
Moron Airport,Moron,Argentina,-34.6763,-58.6428
El Palomar Airport,El Palomar,Argentina,-34.6099,-58.6126
Chos Malal Airport,Chosmadal,Argentina,-37.4446983337,-70.2225036621
Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,-39.0007019043,-67.6204986572
El Plumerillo Airport,Mendoza,Argentina,-32.8316993713,-68.7929000854
Comodoro D.R. Salomón Airport,Malargue,Argentina,-35.493598938,-69.5743026733
Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,-34.588299,-68.4039
Catamarca Airport,Catamarca,Argentina,-28.5956001282,-65.751701355
Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,-27.7655563354,-64.3099975586
Tinogasta Airport,Tinogasta,Argentina,-28.0377998352,-67.5802993774
Capitan V A Almonacid Airport,La Rioja,Argentina,-29.3815994263,-66.7957992554
Chilecito Airport,Chilecito,Argentina,-29.2238998413,-67.4389038086
Teniente Benjamin Matienzo Airport,Tucuman,Argentina,-26.8409,-65.104897
Domingo Faustino Sarmiento Airport,San Juan,Argentina,-31.571501,-68.418198
Area De Material Airport,Rio Cuarto,Argentina,-33.0850982666,-64.2612991333
Villa Dolores Airport,Villa Dolores,Argentina,-31.9451999664,-65.1463012695
La Quiaca Airport,Laboulaye,Argentina,-22.1506004333,-65.5774993896
Marcos Juarez Airport,Marcos Juarez,Argentina,-32.6836,-62.157801
Villa Reynolds Airport,Villa Reynolds,Argentina,-33.7299003601,-65.3873977661
Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,-33.2732009888,-66.3563995361
