Cadre d'exercice professionnel,,,,,,,,mot-clé pour API,,,,,,,Déduction orientation guichet,,,,,,Contrôle de cohérence si activité principale,,,,,liste référénce,,,Métiers d'art,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,,,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,,,,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,,,,,,,,SI Type Personne = P et si microentreprise =false,,,,
CodeN1,"Niv. 1 
(Domaine d'activité général)",CodeN2,"Niv. 2
(précision sur le domaine d'activité)",CodeN3,"Niv. 3
(précision du type d'exercice professionnel si besoin)",CodeN4,"Niv. 4
(précision détaillée du type de profession si besoin)",MOT SPECIFIQUE,MOT GENERIQUE,Autres,,mot d'exclusion,Code final,,Affiliation si principale (hors prolongement agricole),Caisse de retraite spéciale,Forme exercice Activité si  effectif < 11 (hors prolongement agricole),Forme exercice d'activité si JQPA non revendiquée (hors proongement agricole),Forme exercice Activité si prolongement agricole,RESEAU ASSISTANCE,Codes APE compatibles,déduction de precisionActivite,"si microEntreprise = true, déduction de regimeImpositionBenefices",,,Affiliateur,Forme d'activité,Encodage ACOSS,,Régime d'imposition des bénéfices,"Si Micro BIC =""null""","Si Réel simplifié BIC =""null""","Si Réel normal BIC = ""null""","Si Régime d'imposition à l'IS = ""true""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""",Si Franchise en base TVA = false ,Si Réel simplifié TVA = false,Si Réel normal TVA = false,Si Mini réel TVA = false ,"Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an",Régime d'imposition des bénéfices (1) ,"Si Déclaration Contrôlée BNC =""null""","Régime Spécial BNC =""null""","Si Régime d'imposition à l'IS = ""true""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""",Si Franchise en base TVA = false ,Si Réel simplifié TVA = false,Si Réel normal TVA = false,Si Mini réel TVA = false ,Assujettissement à la TVA en cas d’opérations imposables sur option = false,"Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an",Option pour la tenue d’une comptabilité créances/dettes,Régime d'imposition des bénéficces (1) ,"Si Micro BA =""null""","SI Réel simplifié BA =""null""",Si Réel normal BA = null,Si Forfait forestier = null,Revenus fonciers,"Si Régime d'imposition à l'IS = ""true"" ","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""",Exercice d’activités accessoires de nature agricole,Exercice d’activités accessoires de nature agricole et Micro BIC = null,Exercice d’activités accessoires de nature agricole et Réel simplifié BIC = null,Exercice d’activités accessoires de nature agricole et Réel Normal BIC = null,Exercice d’activités accessoires de nature agricole et Spécial BNC = null,“Option pour la tenue d’une comptabilité créances/dettes”,Régime d'imposition à la TVA,Si Remboursement forfaitaire agricole = null,Option particulière à la TVA : Pour la TVA en tant que bailleur de biens ruraux,Option particulière à la TVA : Pour de dépôt d’une déclaration de régularisation portant sur l’exercice comptable,Option particulière à la TVA : Pour le dépôt de déclarations trimestrielles sur la base des recettes réalisées,Option particulière à la TVA : pour le dépôt de déclarations mensuelles sur la base de recettes réalisées,“Régime d’imposition de la TVA (activités accessoires de nature agricole),Si Franchise en base TVA= null,Si Réel simplifié TVA = null,Si Réel normal TVA = null,Assujettissement à la TVA en cas d’opérations imposables sur option,"Option pour le dépôt de déclarations trimestrielles, si TVA inférieure à 4000€/an",Régime d'imposition des bénéfices (1) ,,,Régime d'imposition à la TVA,si Régime simplifié TVA = null
07,Activités de services,15,"Arts, culture et divertissement",09,Organisation de jeux de hasard et d'argent,02,Joueurs professionnels,"joueur, sportif, professionnels",poker,,,,07150902,,ACOSS,,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,AGRICOLE (NON ACTIF),,92.00Z,"""99""
precisionAutre = ""Activité de services""",Spécial BNC,07150902,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>",,,,,,,,,,,,,,Déclaration Contrôlée BNC,Régime Spécial BNC,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,True or false,"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",01,Gestion d'installations sportives,"gestionnaire, administrateur","salle, terrain, sport, installation, complexe sportif, gymnase",,,,07151001,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,93.11Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,07151001,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",02,Activités de clubs de sports,"entraineur, coach, gestionnaire, sportif, ","club,salle, sport, licence, fédération, entente",,,,07151002,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,93.12Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,07151002,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",03,Activités des centres de culture physique,"entraineur, coach, gestionnaire, sportif, culturiste, bodybuilder","sport, musculation, culture, physique, corps, bodybuilding, culturisme",,,,07151003,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,93.13Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,07151003,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",04,Promotion d'évènements sportifs,promoteur,"évènement, sport",,,,07151004,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,93.19Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,07151004,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",05,"Guide de haute montagne, accompagnateur de moyenne montagne","guide, accompagnateur",montagne,,,,07151005,,ACOSS,CIPAV,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,Non applicable,,93.19Z,"""99""
precisionAutre = ""Activité de services""",Spécial BNC,07151005,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>",,,,,,,,,,,,,,Déclaration Contrôlée BNC,Régime Spécial BNC,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,True or false,"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",06,"Sportifs, arbitres et juges-arbitres professionnels","sportif, arbitre, juge, footballer, basketter, tennisman, handballer, surfeur, volleyeur, hockeyeur, athlète, coureur, sauteur, lanceur, compétiteur, boxer, ","football, sport, basket, Hockey, tennis, badminton, compétition",,,,07151006,,ACOSS,,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,Non applicable,,93.19Z,"""99""
precisionAutre = ""Activité de services""",Spécial BNC,07151006,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>",,,,,,,,,,,,,,Déclaration Contrôlée BNC,Régime Spécial BNC,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,True or false,"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",07,Entrainement et dressage d'équidés domestiques,"entraineur, dressage, manège, cirque, ","manège, cheval, chevaux, équidé, équeste",,,,07151007,,MSA,,ACTIF_AGRICOLE,ACTIF_AGRICOLE,AGRICOLE (NON ACTIF),,93.19Z,"""99""
precisionAutre = ""Activité de services""",micro BA,07151007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",08,Entrainement et dressage (hors équidés),"entraineur, dressage, cirque, ","animaux, ménagerie, chien, espèce, dresser, élever, élevage, entraînement, course, apprentissage, ",,,,07151008,,MSA,,AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),,93.19Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,07151008,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",09,Activités des parcs d'attractions et parcs à thèmes,"gestionnaire, administration, thème, activités, ","parc, attraction, manège",,,,07151009,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,93.21Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,07151009,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",10,"Organisation ou production d'évènement récréatif, Exploitation des zones d'activités récréatives","organisateur, gérant, producteur, exploitant, récréatif, production, zone, récréative, loisirs, fêtes, kermesse, animation, salle,","évènement, spectacle, représentation, numéro, ",,,,07151010,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,93.29Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,07151010,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",11,Animateur et accompagnateur en activités récréatives,"animateur, accompagnateur, ","sortie, loisir",,,,07151011,,ACOSS,,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,AGRICOLE (NON ACTIF),,93.29Z,"""99""
precisionAutre = ""Activité de services""",Spécial BNC,07151011,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>",,,,,,,,,,,,,,Déclaration Contrôlée BNC,Régime Spécial BNC,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,True or false,"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,01,Blanchisserie-teinturerie de gros.,00,,"Blanchisseur, teinturier, volume, ","vêtement, repassage, linge, vêtement, nappe, gros, tenue, uniforme, drap",,,,07160100,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,96.01A,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,02,Laveries automatiques,00,,"laverie, automatique, ","détail, nettoyage, vêtement, linge, machine à laver, séchage",,,,07160200,,ACOSS,,COMMERCIALE,COMMERCIALE,Non applicable,,96.01B,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,03,"Laveries, blanchisserie et teintureries de détail.",00,,"Blanchisseur, teinturier, laverie, blanchisserie, teinturerie","détail, nettoyage, vêtements, pantalon, chemise, costume",,,,07160300,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,96.01B,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,04,Pressings.,00,,"Presseur, laveur, pressing","vêtement, repassage, pantalon, chemise, costumes",,,,07160400,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,96.01B,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,05,Coiffure,00,,"coiffeur, laveur, coloriste","cheveu, coiffure, couleur, cuir chevelu, capillaire",,,"posticheur, perruquier",07160500,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,Non applicable,,96.02A,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,06,Soins de beauté,01,Soins et modelages esthétiques,"estheticien,  parfumeur, maquilleur, perruquier, pédicure","épilations, modelages, soins du visage, manucure, UV, ongle",,,,07160601,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,Non applicable,,96.02B,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,06,Soins de beauté,02,"Prothésiste ongulaire , extension de cils et autres soins de beauté","prothésiste ongulaire,",,,,,07160602,,ACOSS,,ARTISANALE,Non applicable,Non applicable,,96.02B,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,07,Services funéraires,00,,"croque-mort, organisateur, consultant, marbrier, fossoyeurs, thanatopracteur","conseil, inhumation,corps,mort, incinération, funérarium, pompes funèbres, corbillard,défunt, crémation,",,,,07160700,,ACOSS,,COMMERCIALE,COMMERCIALE,Non applicable,,96.03Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,08,"Embaumement, soins mortuaires.",00,,"soins mortuaires,","embaumement, corps, soin, mort, défunt",,,,07160800,,ACOSS,,ARTISANALE,COMMERCIALE,Non applicable,,96.03Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,09,Entretien corporel,00,,"masseur, massage, shiatsu, relaxation","bain turcs, saunas, bains, vapeur, station thermale, amaigrissement, amincissement, massage,",,,,07160900,,ACOSS,,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,AGRICOLE (NON ACTIF),,96.04Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>",,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,10,services personnels divers,00,,"assistant, prestataire, service à la personne",personne,,,,07161000,,ACOSS,,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,AGRICOLE (NON ACTIF),,96.09Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>",,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,11,"Dressage, Toilettage, éducation comportementaliste et pension pour animaux de compagnie.",01,Dressage d'animaux de compagnie et de chiens guide d'aveugle,"dresseur, aveugle, accompagnement, ","pension, chien, labrador, domestique, chien, comportementaliste, comportement, aboiement,  guide, dressage, toilettage, toiletteur, compagnie, ",,,,07161101,,MSA,,AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),,96.09Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,11,"Dressage, Toilettage, éducation comportementaliste et pension pour animaux de compagnie.",02,"Toilettage des chiens, chats et autres animaux de compagnie","toiletteur, coiffeur, animaliste, nettoyage, brossage, séchage, poil,","pension, chien, chat, poisson, lapin, hamster,animaux, animal, domestique",,,,07161102,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,Non applicable,,96.09Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Activités de services,16,Autres services personnels,11,"Dressage, Toilettage, éducation comportementaliste et pension pour animaux de compagnie.",03,éducation comportementaliste et pension pour animaux de compagnie,"animaliste, comportementaliste, dressage,  comportement, aboiement, ","pension, chien, chat, poisson, lapin, hamster,animaux, animal, domestique",,,,07161103,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,96.09Z,"""99""
precisionAutre = ""Activité de services""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Collaborateur occasionnel du service public,00,,00,,00,,,,,,,08000000,,,,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,AGRICOLE (NON ACTIF),,,,Spécial BNC,,,,,,,,,,,,,,,,,,,Déclaration Contrôlée BNC,Régime Spécial BNC,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,True or false,"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
