Cadre d'exercice professionnel;;;;;;;;;;Déduction orientation guichet;;;;;;Contrôle de cohérence si activité principale;;;;;liste référénce;;;Métiers d'art;Régime d'imposition des benefices si typePersonne = P et microEntreprise = false;;;;;;;Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false;;;;;Régime d'imposition des benefices si typePersonne = P et microEntreprise = false;;;;;;Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false;;;;;;;Régime d'imposition des benefices si typePersonne = P et microEntreprise = false;;;;;;;;;;;;;;Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false;;;;;;;;;;;;SI Type Personne = P et si microentreprise =false;;;;
CodeN1;"Niv. 1 
(Domaine d'activité général)";CodeN2;"Niv. 2
(précision sur le domaine d'activité)";CodeN3;"Niv. 3
(précision du type d'exercice professionnel si besoin)";CodeN4;"Niv. 4
(précision détaillée du type de profession si besoin)";Code final;;Affiliation si principale (hors prolongement agricole);Caisse de retraite spéciale;Forme exercice Activité si  effectif < 11 (hors prolongement agricole);Forme exercice d'activité si JQPA non revendiquée (hors proongement agricole);Forme exercice Activité si prolongement agricole;RESEAU ASSISTANCE;Codes APE compatibles;déduction de precisionActivite;si microEntreprise = true, déduction de regimeImpositionBenefices;;;Affiliateur;Forme d'activité;Encodage ACOSS;Métiers d'art;Régime d'imposition des bénéfices;"Si Micro BIC =""null""";"Si Réel simplifié BIC =""null""";"Si Réel normal BIC = ""null""";"Si Régime d'imposition à l'IS = ""true""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""";Si Franchise en base TVA = false ;Si Réel simplifié TVA = false;Si Réel normal TVA = false;Si Mini réel TVA = false ;Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an;Régime d'imposition des bénéfices (1) ;"Si Déclaration Contrôlée BNC =""null""";"Régime Spécial BNC =""null""";"Si Régime d'imposition à l'IS = ""true""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""";Si Franchise en base TVA = false ;Si Réel simplifié TVA = false;Si Réel normal TVA = false;Si Mini réel TVA = false ;Assujettissement à la TVA en cas d’opérations imposables sur option = false;Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an;Option pour la tenue d’une comptabilité créances/dettes;Régime d'imposition des bénéficces (1) ;"Si Micro BA =""null""";"SI Réel simplifié BA =""null""";Si Réel normal BA = null;Si Forfait forestier = null;Revenus fonciers;"Si Régime d'imposition à l'IS = ""true"" ";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""";Exercice d’activités accessoires de nature agricole;Exercice d’activités accessoires de nature agricole et Micro BIC = null;Exercice d’activités accessoires de nature agricole et Réel simplifié BIC = null;Exercice d’activités accessoires de nature agricole et Réel Normal BIC = null;Exercice d’activités accessoires de nature agricole et Spécial BNC = null;“Option pour la tenue d’une comptabilité créances/dettes”;Régime d'imposition à la TVA;Si Remboursement forfaitaire agricole = null;Option particulière à la TVA : Pour la TVA en tant que bailleur de biens ruraux;Option particulière à la TVA : Pour de dépôt d’une déclaration de régularisation portant sur l’exercice comptable;Option particulière à la TVA : Pour le dépôt de déclarations trimestrielles sur la base des recettes réalisées;Option particulière à la TVA : pour le dépôt de déclarations mensuelles sur la base de recettes réalisées;“Régime d’imposition de la TVA (activités accessoires de nature agricole);Si Franchise en base TVA= null;Si Réel simplifié TVA = null;Si Réel normal TVA = null;Assujettissement à la TVA en cas d’opérations imposables sur option;Option pour le dépôt de déclarations trimestrielles, si TVA inférieure à 4000€/an;Régime d'imposition des bénéfices (1) ;;;Régime d'imposition à la TVA;si Régime simplifié TVA = null
07;Activités de services;02;Hotellerie et restauration;08;Traiteurs et autres services de restauration;00;;07020800;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"56.21Z  ; 56.29A  ; 56.29B";"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;02;Hotellerie et restauration;09;Débits de boissons;00;;07020900;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;56.30Z;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;03;Services d'information;01;Traitement de données, hébergement et activités connexes ;00;;07030100;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"63.11Z  ; 63.12Z";"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;03;Services d'information;02;Exploitation de portails Internet;00;;07030200;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;doublon;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;03;Services d'information;03;Community manager, ergonome web, blogueur professionnel, rédacteur web;00;;07030300;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;63.12Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;03;Services d'information;04;Activités des agences de presse;00;;07030400;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;63.91Z;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;03;Services d'information;05;Relation presse, correspondants locaux de la presse écrite;00;;07030500;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;63.91Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;03;Services d'information;06;Rédacteur, attaché de presse, journaliste d'entreprise;00;;07030600;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;63.99Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;03;Services d'information;07;Autres services d'information ;00;;07030700;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;63.99Z;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;01;Activités des services financiers;01;Administration de marchés financiers;07040101;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"66.11Z  ; 64.11Z  ; 64.19Z  ; 64.20Z  ; 64.30Z  ; 64.91Z  ; 64.92Z";"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;01;Activités des services financiers;02;Activités diverses des services financiers ;07040102;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"64.19Z  ; 64.20Z  ; 64.99Z";"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;01;Activités des services financiers;03;Courtage de valeurs mobilières et de marchandises;07040103;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;66.12Z;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;01;Activités des services financiers;04;Trading pour compte propre  ;07040104;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;66.19A;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;01;Activités des services financiers;05;Conseil en gestion de patrimoine et gestion de patrimoine personnel;07040105;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;66.19A;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;01;Activités des services financiers;06;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite;07040106;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;66.19B;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;01;Activités des services financiers;07;Conseil en placement et en investissement financier, ingénieur d'affaires;07040107;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;66.19B;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;01;Activités des services financiers;08;Gestion de fonds;07040108;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;66.30Z;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;01;Activités des services financiers;09;Services généraux d'assurances;07040109;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"65.11Z  ; 65.12Z  ; 65.20Z  ; 65.30Z";"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;01;Activités des services financiers;10;Autre;07040110;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"66.11Z  ; 64.11Z  ; 64.19Z  ; 64.20Z  ; 64.30Z  ; 64.91Z  ; 64.92Z";"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;02;Assurances;01;Évaluation des risques et dommages;07040201;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"65.11Z  ; 65.12Z  ; 65.20Z  ; 65.30Z ; 66.21Z";"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;02;Assurances;02;Expertise automobile;07040202;;ACOSS;CIPAV;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;"65.11Z  ; 65.12Z  ; 65.20Z  ; 65.30Z";"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;02;Assurances;03;Expertise médicale;07040203;;ACOSS;;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;"65.11Z  ; 65.12Z  ; 65.20Z  ; 65.30Z";"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;02;Assurances;04;Activités des mandataires intermédiaires des sociétés ou caisses locales d'assurances mutuelles agricoles ;07040204;;MSA;;AGRICOLE (NON ACTIF);AGRICOLE (NON ACTIF);AGRICOLE (NON ACTIF);;"65.11Z  ; 65.12Z  ; 65.20Z  ; 65.30Z";"""99""
precisionAutre = ""Activité de services""";Micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;02;Assurances;05;Activités des courtiers d'assurances (hors assurances mutuelles agricoles);07040205;;ACOSS;;COMMERCIALE;COMMERCIALE;Non applicable;;"65.11Z  ; 65.12Z  ; 65.20Z  ; 65.30Z";"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;02;Assurances;06;Agent général d'assurances;07040206;;ACOSS;CAVAMAC;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;"65.11Z  ; 65.12Z  ; 65.20Z  ; 65.30Z";"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;02;Assurances;08;Gestion et administration fonds d'assurance, enquêteur, expert assureur;07040208;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;66.29Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;03;Activités immobilières ;01;Agences immobilières;07040301;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;68.31Z;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;03;Activités immobilières ;07;Agent commercial en immobilier;07040307;;ACOSS;;AGENT_COMMERCIAL;Non applicable;Non applicable;;68.31Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;03;Activités immobilières ;02;Expertises et conseils en immobilier hors diagnostic et transaction;07040302;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;68.31Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;03;Activités immobilières ;03;Expert foncier;07040303;;ACOSS;;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;68.31Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;04;Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques;03;Activités immobilières ;04;Administration d'immeubles et autres biens immobiliers;07040304;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;68.32A;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
